symbol,name,industry,supersector,sector,subsector,listing_date,issue_share,listed_value,market_cap
HTM,Hanoi Trade Joint Stock Corporation,Consumer Services,Retail,General Retailers,Broadline Retailers,2018-05-04,220000000.0,220000000.0,3052365492200.0
HTN,Hung Thinh Incons Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2018-11-12,89116411.0,89116411.0,1024838726500.0
HTP,Hoa Phat Textbook Book Joint Stock Company,Consumer Services,Media,Media,Publishing,2006-12-14,91804980.0,91804980.0,3791545674000.0
HTR,Ha Thai Railway Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Railroads,2017-02-22,1500700.0,1500700.0,17258050000.0
HTT,Ha Tay Trading Joint Stock Company,Consumer Services,Retail,General Retailers,Broadline Retailers,2017-07-05,20000000.0,20000000.0,22000000000.0
HTV,Logistics Vicem Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2006-01-05,13104000.0,13104000.0,138247200000.0
HTW,Ha Tinh Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2016-12-14,20400893.0,20400893.0,204008930000.0
HU1,HUD1 Investment And Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2011-11-03,10000000.0,10000000.0,76200000000.0
HU3,HUD3 Investment and Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2011-03-18,9999944.0,9999944.0,53999697600.0
HU4,HUD4 Investment and Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2016-01-29,15000000.0,15000000.0,120000000000.0
HU6,HUD6 City and Housing Development Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2015-11-19,7500000.0,7500000.0,44250000000.0
HUB,Thua Thien Hue Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2019-02-26,22868395.0,22868395.0,341882505250.0
HUG,Hung Yen Garment Corporation - Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2017-12-18,19511389.0,19511389.0,778504421100.0
HUT,Tasco Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2008-04-11,348631965.0,348631965.0,5682701029500.0
HVA,HVA Investment Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2015-07-30,13650000.0,13650000.0,46041450000.0
HVG,Hung Vuong Corporation,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2009-11-25,227038291.0,227038291.0,317853607400.0
HVH,HVC Investment And Technology Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2018-11-30,36949995.0,36949995.0,232784968500.0
HVN,Vietnam Airlines Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Airlines,2017-01-03,2214394174.0,2214394174.0,29008563679400.0
HVT,Viet Tri Chemical Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2009-05-08,10988059.0,10988059.0,543908920500.0
HVX,Vicem Hai Van Cement Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2010-09-28,38525250.0,38525250.0,119592720000.0
HWS,Thua Thien Hue Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2018-07-27,87600000.0,87600000.0,1006302628000.0
IBC,APAX Holdings Joint Stock Company,Financials,Financial Services,Financial Services,Specialty Finance,2016-10-25,83150661.0,83150661.0,238642397070.0
IBD,Binh Duong General Printing Joint Stock Company,Consumer Services,Media,Media,Publishing,2019-05-24,9000000.0,9000000.0,99000000000.0
ICC,Industrial Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2016-06-01,3800000.0,3800000.0,96900000000.0
ICF,Investment Commerce Fisheries Corporation,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2007-12-18,12807000.0,12807000.0,20862603000.0
ICG,SONG HONG Construction Joint stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-04-21,20000000.0,20000000.0,77316800000.0
ICI,Industrial Construction and Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-07-06,4000000.0,4000000.0,29600000000.0
ICN,IDICO Investment Construction Oil and Natural Gas Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2015-06-12,11999985.0,11999985.0,944398819500.0
ICT,Joint Stock Company for Telecoms and Informatics,Technology,Technology,Software & Computer Services,Software,2020-01-15,32185000.0,32185000.0,428060500000.0
IDC,IDICO Corporation - JSC,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2017-11-24,329999929.0,329999929.0,13661997060600.0
IDI,I.D.I International Development & Investment Corporation,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2011-06-30,227644608.0,227644608.0,2720353065600.0
IDJ,IDJ Vietnam Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-09-13,173490193.0,173490193.0,1700203891400.0
IDP,International Dairy Products Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2021-01-07,58945472.0,58945472.0,13763767712000.0
IDV,Vinh Phuc Infrastructure Development Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-06-01,25227906.0,25227906.0,853706383200.0
IFS,Interfood Shareholding Company,Consumer Goods,Food & Beverage,Beverages,Soft Drinks,2016-11-16,87140984.0,87140984.0,1978100336800.0
IHK,Aviation Printing Joint Stock Company,Consumer Services,Media,Media,Publishing,2010-03-04,2141928.0,2141928.0,26774100000.0
IJC,Becamex Infrastructure Development Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-04-19,251832509.0,251832509.0,3525655126000.0
ILA,ILA Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2017-11-28,18529939.0,18529939.0,51679999871.0
ILB,ICD Tan Cang - Long Binh Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2019-05-15,24502245.0,24502245.0,744868248000.0
ILC,International Labour and Services Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies,2018-08-10,6100391.0,6100391.0,59666081865.0
ILS,International Investment Trade and Service Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2018-03-19,36000000.0,36000000.0,1152000000000.0
IME,Mechanical and Industrial Construction Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2009-12-01,3599948.0,3599948.0,507592668000.0
IMP,Imexpharm Pharmaceutical Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2006-12-04,66705370.0,66705370.0,3146898104000.0
IN4,No 4 Printing Joint Stock Company,Consumer Services,Media,Media,Publishing,2010-05-19,1200000.0,1200000.0,132000000000.0
INC,IDICO Investment Consultancy Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2011-07-14,1800000.0,1800000.0,68400000000.0
INN,Agriculture Printing And Packaging Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2010-01-22,18000000.0,18000000.0,678812400000.0
IPA,I.P.A Investments Group Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Support Services,2016-06-17,213835775.0,213835775.0,2544645722500.0
IRC,Industrial Rubber Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2018-01-22,17500000.0,17500000.0,143500000000.0
ISG,International Shipping and Labour Cooperation Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2015-09-22,8800000.0,8800000.0,51920000000.0
ISH,IDICO Srok Phu Mieng Hydropower Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2015-06-29,45000000.0,45000000.0,837000000000.0
IST,Tan Cang Song Than ICD Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-01-05,12008672.0,12008672.0,341046284800.0
ITA,Tan Tao Investment and Industry Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2006-11-15,938463607.0,938463607.0,3743903084250.0
ITC,Investment and Trading of Real Estate Joint stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2009-10-19,96375409.0,96375409.0,841350379730.0
ITD,Innovative Technology Development Corporation,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,2011-12-20,21343654.0,21343654.0,273967713600.0
ITQ,Thien Quang Group Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2012-10-01,31843305.0,31843305.0,76423932000.0
ITS,"Vinacomin - Investment, Trading and Service Joint Stock Company",Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2015-12-18,26459924.0,26459924.0,69880659284.0
IVS,Guotai Junan Securities (Vietnam) Corp.,Financials,Financial Services,Financial Services,Investment Services,2011-08-01,69350000.0,69350000.0,381425000000.0
JOS,Minh Hai Export Frozen Seafood Processing Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2017-07-28,15322723.0,15322723.0,19556109300.0
JVC,Japan Vietnam Medical Investment and Development Joint Stock Company,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment,2011-06-21,112500171.0,112500171.0,367875559170.0
KAC,Khang An Investment Real Estate Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-10-27,23999999.0,23999999.0,503999979000.0
KBC,Kinh Bac City Development Holding Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2009-12-18,767604759.0,767604759.0,19420400402700.0
KCB,Cao Bang Mineral and Metallurgical Joint Stock Company,Basic Materials,Basic Resources,Mining,General Mining,2015-12-01,8000000.0,8000000.0,44768000000.0
KCE,Khanh Hoa Power Centrifugal Concrete Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2011-02-08,1500000.0,1500000.0,14250000000.0
KDC,KIDO Group Corporation,Consumer Goods,Food & Beverage,Food Producers,Food Products,2005-12-12,279741356.0,279741356.0,15664942209000.0
KDH,Khang Dien House Trading and Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-02-01,716829995.0,716829995.0,20895594354250.0
KDM,GCL Group Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2016-03-29,7100000.0,7100000.0,99400000000.0
KGM,Kien Giang Import & Export Joint Stock Company,Consumer Services,Retail,General Retailers,Broadline Retailers,2017-09-21,25430000.0,25430000.0,203440000000.0
KHA,Khanh Hoi Investment and Services Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2002-08-19,14120309.0,14120309.0,140732409878.0
KHD,Hai Duong Mineral Eineal Processing Joint Stock Company,Basic Materials,Basic Resources,Mining,General Mining,2016-12-22,3262818.0,3262818.0,23492289600.0
KHG,Khai Hoan Land Group Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2021-07-19,449435205.0,449435205.0,2269647785250.0
KHL,Hung Long Mineral And Building Material Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2012-02-21,12000000.0,12000000.0,9600000000.0
KHP,Khanh Hoa Power Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2006-12-27,60405967.0,60405967.0,516016270920.0
KHS,Kien Hung Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2017-12-26,12090969.0,12090969.0,235773895500.0
KHW,Khanh Hoa Water Supply And Sewerage Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2017-02-20,28599996.0,28599996.0,574859919600.0
KIP,Vietnam K.I.P Joint Stock Company,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment,2016-04-12,9800000.0,9800000.0,81340000000.0
KKC,Thanh Thai Group Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2008-08-21,5200000.0,5200000.0,23399172000.0
KLB,Kien Long Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2017-06-29,365281878.0,365281878.0,3888460561646.0
KLF,CFS Investment and Import Export Trading Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services,2013-09-23,165352561.0,165352561.0,132282048800.0
KLM,Nghe Tinh Non - Ferous Metal Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Nonferrous Metals,2019-12-30,3885000.0,3885000.0,35742000000.0
KMR,MIRAE Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2008-06-30,56881443.0,56881443.0,160964193810.0
KMT,Central Vietnam Metal Corporation,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2009-08-10,9846562.0,9846562.0,86649745600.0
KOS,KOSY Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2017-12-08,216481335.0,216481335.0,8269586997000.0
KPF,KOJI Asset Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2016-03-02,60867241.0,60867241.0,551457203460.0
KSB,Binh Duong Mineral And Construction Joint Stock Company,Basic Materials,Basic Resources,Mining,General Mining,2010-01-20,76631202.0,76631202.0,2059986654000.0
KSD,DNA Investement Joint Stock Company,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Durable Household Products,2010-04-28,12000000.0,12000000.0,74400000000.0
KSF,KSFinance Group Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2021-10-06,300000000.0,300000000.0,12600000000000.0
KSH,Damac GLS Joint Stock Company,Basic Materials,Basic Resources,Mining,General Mining,2008-11-12,57509675.0,57509675.0,34505805000.0
KSQ,CNC Capital Viet Nam Joint Stock Company,Basic Materials,Basic Resources,Mining,General Mining,2013-07-26,30000000.0,30000000.0,54000000000.0
KST,Kasati Joint Stock Company,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,2010-12-29,5992020.0,5992020.0,83888280000.0
KSV,Vinacomin - Minerals Holding Corporation,Basic Materials,Basic Resources,Mining,General Mining,2016-07-28,200000000.0,200000000.0,5000000000000.0
KTC,Kien Giang Trading Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2018-06-22,36473833.0,36473833.0,364738330000.0
KTL,Thang Long Metal Wares Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2015-01-14,6519500.0,6519500.0,737280000000.0
KTS,Kon Tum Sugar Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2010-12-31,5070000.0,5070000.0,74022000000.0
KTT,KTT Investment Group Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-10-28,2955000.0,2955000.0,12706500000.0
KVC,Kim Vi Inox Import Export Production Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2015-04-14,49500000.0,49500000.0,64350000000.0
